order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name,users.user_id,users.name,users.city,users.membership,restaurants (3).restaurant_id,restaurants (3). restaurant_name,restaurants (3). cuisine,restaurants (3). rating,RatingRange
2018,348,115,06-Aug-23,1003.06,Annapurna Eatery Non-Veg,348,User_348,Pune,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
480,1262,214,08-Aug-23,532.08,Amma Foods North Indian,1262,User_1262,Pune,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
305,1262,329,12-Sep-23,1462.67,Spice Tiffins Pure Veg,1262,User_1262,Pune,Gold,329, Restaurant_329, Chinese,3.3,3.0-3.5
2025,439,83,23-Sep-23,312.74,Darbar Mess Pure Veg,439,User_439,Pune,Gold,83, Restaurant_83, Chinese,3.5,3.0-3.5
1237,495,399,10-Jul-23,1005.9,Swagath Cafe Multicuisine,495,User_495,Pune,Gold,399, Restaurant_399, Chinese,3.2,3.0-3.5
586,1596,112,28-May-23,594.21,Grand Cafe Punjabi,1596,User_1596,Pune,Gold,112, Restaurant_112, Chinese,3.2,3.0-3.5
2588,2807,190,21-Jan-23,387.81,Amma Restaurant Pure Veg,2807,User_2807,Pune,Gold,190, Restaurant_190, Chinese,3.1,3.0-3.5
2239,893,333,16-Nov-23,148.47,Amma Mess Multicuisine,893,User_893,Pune,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
924,2960,418,12-Jul-23,244.68,Annapurna Foods Multicuisine,2960,User_2960,Pune,Gold,418, Restaurant_418, Chinese,3.3,3.0-3.5
2152,1000,329,25-Jun-23,220.67,Spice Tiffins Pure Veg,1000,User_1000,Pune,Gold,329, Restaurant_329, Chinese,3.3,3.0-3.5
1249,2013,341,14-Oct-23,590.84,Amma Biryani Family Restaurant,2013,User_2013,Pune,Gold,341, Restaurant_341, Chinese,3.2,3.0-3.5
2892,1240,214,21-Jan-23,281.23,Amma Foods North Indian,1240,User_1240,Pune,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
2113,2509,399,19-Oct-23,1114.37,Swagath Cafe Multicuisine,2509,User_2509,Pune,Gold,399, Restaurant_399, Chinese,3.2,3.0-3.5
2452,2029,491,11-Oct-23,343.52,Classic Tiffins Chinese,2029,User_2029,Pune,Gold,491, Restaurant_491, Chinese,3,3.0-3.5
3168,444,447,04-Jul-23,288.05,Amma Biryani South Indian,444,User_444,Pune,Gold,447, Restaurant_447, Chinese,3.2,3.0-3.5
3403,2130,463,20-Jul-23,1419.38,Hotel Delights Chinese,2130,User_2130,Pune,Gold,463, Restaurant_463, Chinese,3.2,3.0-3.5
3413,1184,371,26-Aug-23,452.11,Sai Dhaba Family Restaurant,1184,User_1184,Pune,Gold,371, Restaurant_371, Chinese,3.1,3.0-3.5
3466,1862,333,17-Dec-23,681.67,Amma Mess Multicuisine,1862,User_1862,Pune,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
3504,2913,214,22-Nov-23,1297.02,Amma Foods North Indian,2913,User_2913,Pune,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
3551,2464,295,10-Sep-23,1230.23,Sai Cafe South Indian,2464,User_2464,Pune,Gold,295, Restaurant_295, Chinese,3.1,3.0-3.5
3648,1118,418,20-Dec-23,359.7,Annapurna Foods Multicuisine,1118,User_1118,Pune,Gold,418, Restaurant_418, Chinese,3.3,3.0-3.5
3720,2232,447,12-Mar-23,1092.88,Amma Biryani South Indian,2232,User_2232,Pune,Gold,447, Restaurant_447, Chinese,3.2,3.0-3.5
3850,230,500,20-Jan-23,622.51,Grand Eatery Family Restaurant,230,User_230,Pune,Gold,500, Restaurant_500, Chinese,3.2,3.0-3.5
3892,1963,426,22-Feb-23,554.42,Royal Foods Non-Veg,1963,User_1963,Pune,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
3967,1571,10,20-Jul-23,1149.31,Darbar Restaurant Andhra,1571,User_1571,Pune,Gold,10, Restaurant_10, Chinese,3.4,3.0-3.5
4568,2928,83,07-Feb-23,806,Darbar Mess Pure Veg,2928,User_2928,Pune,Gold,83, Restaurant_83, Chinese,3.5,3.0-3.5
4585,716,82,18-Oct-23,126.36,Udupi Kitchen Pure Veg,716,User_716,Pune,Gold,82, Restaurant_82, Chinese,3.3,3.0-3.5
4622,1926,112,05-May-23,330.91,Grand Cafe Punjabi,1926,User_1926,Pune,Gold,112, Restaurant_112, Chinese,3.2,3.0-3.5
4676,139,371,18-Jul-23,1383.52,Sai Dhaba Family Restaurant,139,User_139,Pune,Gold,371, Restaurant_371, Chinese,3.1,3.0-3.5
4741,1480,115,10-Jun-23,273.12,Annapurna Eatery Non-Veg,1480,User_1480,Pune,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
5089,2523,329,03-Jan-23,1052.87,Spice Tiffins Pure Veg,2523,User_2523,Pune,Gold,329, Restaurant_329, Chinese,3.3,3.0-3.5
5763,1862,333,07-Sep-23,286.22,Amma Mess Multicuisine,1862,User_1862,Pune,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
5781,1387,500,22-Sep-23,1484.73,Grand Eatery Family Restaurant,1387,User_1387,Pune,Gold,500, Restaurant_500, Chinese,3.2,3.0-3.5
6399,2449,341,13-Dec-23,1423.05,Amma Biryani Family Restaurant,2449,User_2449,Pune,Gold,341, Restaurant_341, Chinese,3.2,3.0-3.5
6587,649,333,05-Feb-23,1491.13,Amma Mess Multicuisine,649,User_649,Pune,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
6694,1505,81,02-Apr-23,292.65,Darbar Mess Chinese,1505,User_1505,Pune,Gold,81, Restaurant_81, Chinese,3.2,3.0-3.5
6750,2560,10,07-Feb-23,1212.64,Darbar Restaurant Andhra,2560,User_2560,Pune,Gold,10, Restaurant_10, Chinese,3.4,3.0-3.5
6765,2880,463,29-Jun-23,890.37,Hotel Delights Chinese,2880,User_2880,Pune,Gold,463, Restaurant_463, Chinese,3.2,3.0-3.5
7484,415,115,16-Nov-23,781.19,Annapurna Eatery Non-Veg,415,User_415,Pune,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
7565,2246,81,14-Apr-23,1381.65,Darbar Mess Chinese,2246,User_2246,Pune,Gold,81, Restaurant_81, Chinese,3.2,3.0-3.5
8038,2265,312,27-Dec-23,1437.98,Udupi Curry House Chinese,2265,User_2265,Pune,Gold,312, Restaurant_312, Chinese,3.1,3.0-3.5
8105,337,426,08-Aug-23,512.58,Royal Foods Non-Veg,337,User_337,Pune,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
8539,508,333,03-Jul-23,1298.89,Amma Mess Multicuisine,508,User_508,Pune,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
8550,413,491,04-Mar-23,1264.9,Classic Tiffins Chinese,413,User_413,Pune,Gold,491, Restaurant_491, Chinese,3,3.0-3.5
8722,2597,491,23-Nov-23,873.13,Classic Tiffins Chinese,2597,User_2597,Pune,Gold,491, Restaurant_491, Chinese,3,3.0-3.5
8876,874,295,17-Nov-23,990.83,Sai Cafe South Indian,874,User_874,Pune,Gold,295, Restaurant_295, Chinese,3.1,3.0-3.5
8900,2509,82,03-Mar-23,380.93,Udupi Kitchen Pure Veg,2509,User_2509,Pune,Gold,82, Restaurant_82, Chinese,3.3,3.0-3.5
9139,1856,211,13-Jul-23,106.95,Darbar Mess Multicuisine,1856,User_1856,Pune,Gold,211, Restaurant_211, Chinese,3.1,3.0-3.5
9495,2576,463,17-Dec-23,207.46,Hotel Delights Chinese,2576,User_2576,Pune,Gold,463, Restaurant_463, Chinese,3.2,3.0-3.5
9520,2623,371,30-Aug-23,257.78,Sai Dhaba Family Restaurant,2623,User_2623,Pune,Gold,371, Restaurant_371, Chinese,3.1,3.0-3.5
9563,1578,500,03-Feb-23,455.83,Grand Eatery Family Restaurant,1578,User_1578,Pune,Gold,500, Restaurant_500, Chinese,3.2,3.0-3.5
9828,2493,491,07-Feb-23,366.31,Classic Tiffins Chinese,2493,User_2493,Pune,Gold,491, Restaurant_491, Chinese,3,3.0-3.5
9867,611,10,11-May-23,692.39,Darbar Restaurant Andhra,611,User_611,Pune,Gold,10, Restaurant_10, Chinese,3.4,3.0-3.5
9905,2266,418,20-Feb-23,806.98,Annapurna Foods Multicuisine,2266,User_2266,Pune,Gold,418, Restaurant_418, Chinese,3.3,3.0-3.5
2898,130,115,24-Jul-23,1426.51,Annapurna Eatery Non-Veg,130,User_130,Hyderabad,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
774,2465,463,17-Mar-23,1363.91,Hotel Delights Chinese,2465,User_2465,Hyderabad,Gold,463, Restaurant_463, Chinese,3.2,3.0-3.5
1578,175,399,14-Nov-23,476.17,Swagath Cafe Multicuisine,175,User_175,Hyderabad,Gold,399, Restaurant_399, Chinese,3.2,3.0-3.5
2214,193,115,14-Dec-23,589.02,Annapurna Eatery Non-Veg,193,User_193,Hyderabad,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
174,740,371,11-Dec-23,1161.71,Sai Dhaba Family Restaurant,740,User_740,Hyderabad,Gold,371, Restaurant_371, Chinese,3.1,3.0-3.5
524,2292,81,07-Apr-23,890.78,Darbar Mess Chinese,2292,User_2292,Hyderabad,Gold,81, Restaurant_81, Chinese,3.2,3.0-3.5
313,2183,333,04-Feb-23,348.63,Amma Mess Multicuisine,2183,User_2183,Hyderabad,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
355,1226,333,12-May-23,339.08,Amma Mess Multicuisine,1226,User_1226,Hyderabad,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
2092,1315,42,09-Aug-23,847.03,Udupi Mess North Indian,1315,User_1315,Hyderabad,Gold,42, Restaurant_42, Chinese,3.2,3.0-3.5
640,915,83,05-Oct-23,1382.45,Darbar Mess Pure Veg,915,User_915,Hyderabad,Gold,83, Restaurant_83, Chinese,3.5,3.0-3.5
835,1455,399,07-Jun-23,1149.22,Swagath Cafe Multicuisine,1455,User_1455,Hyderabad,Gold,399, Restaurant_399, Chinese,3.2,3.0-3.5
1068,2797,115,01-Apr-23,286.75,Annapurna Eatery Non-Veg,2797,User_2797,Hyderabad,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
1479,1070,214,09-Jun-23,263.57,Amma Foods North Indian,1070,User_1070,Hyderabad,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
1161,2414,214,18-Dec-23,1423.82,Amma Foods North Indian,2414,User_2414,Hyderabad,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
1579,2934,82,14-Jun-23,193.37,Udupi Kitchen Pure Veg,2934,User_2934,Hyderabad,Gold,82, Restaurant_82, Chinese,3.3,3.0-3.5
3447,2075,84,02-Dec-23,1283,Grand Mess Chinese,2075,User_2075,Hyderabad,Gold,84, Restaurant_84, Chinese,3.2,3.0-3.5
3630,105,447,18-Jul-23,213.55,Amma Biryani South Indian,105,User_105,Hyderabad,Gold,447, Restaurant_447, Chinese,3.2,3.0-3.5
3878,1552,418,26-Aug-23,1476.75,Annapurna Foods Multicuisine,1552,User_1552,Hyderabad,Gold,418, Restaurant_418, Chinese,3.3,3.0-3.5
3879,1293,371,18-Jan-23,571.63,Sai Dhaba Family Restaurant,1293,User_1293,Hyderabad,Gold,371, Restaurant_371, Chinese,3.1,3.0-3.5
4045,2538,81,03-Apr-23,1291.13,Darbar Mess Chinese,2538,User_2538,Hyderabad,Gold,81, Restaurant_81, Chinese,3.2,3.0-3.5
4129,2797,491,02-Apr-23,1053.24,Classic Tiffins Chinese,2797,User_2797,Hyderabad,Gold,491, Restaurant_491, Chinese,3,3.0-3.5
4195,1769,10,17-Oct-23,1146.72,Darbar Restaurant Andhra,1769,User_1769,Hyderabad,Gold,10, Restaurant_10, Chinese,3.4,3.0-3.5
4272,147,295,31-Mar-23,230.08,Sai Cafe South Indian,147,User_147,Hyderabad,Gold,295, Restaurant_295, Chinese,3.1,3.0-3.5
4385,1609,312,05-Aug-23,740.69,Udupi Curry House Chinese,1609,User_1609,Hyderabad,Gold,312, Restaurant_312, Chinese,3.1,3.0-3.5
4995,1071,478,30-Oct-23,774.87,New Tiffins Pure Veg,1071,User_1071,Hyderabad,Gold,478, Restaurant_478, Chinese,3.1,3.0-3.5
5023,2821,214,19-Aug-23,663.51,Amma Foods North Indian,2821,User_2821,Hyderabad,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
5069,2604,214,05-Oct-23,757.43,Amma Foods North Indian,2604,User_2604,Hyderabad,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
5096,2850,10,31-Dec-23,1473.59,Darbar Restaurant Andhra,2850,User_2850,Hyderabad,Gold,10, Restaurant_10, Chinese,3.4,3.0-3.5
5206,1628,295,21-Aug-23,125.91,Sai Cafe South Indian,1628,User_1628,Hyderabad,Gold,295, Restaurant_295, Chinese,3.1,3.0-3.5
5252,606,418,08-Oct-23,1398.47,Annapurna Foods Multicuisine,606,User_606,Hyderabad,Gold,418, Restaurant_418, Chinese,3.3,3.0-3.5
5850,1151,190,19-Jun-23,551.56,Amma Restaurant Pure Veg,1151,User_1151,Hyderabad,Gold,190, Restaurant_190, Chinese,3.1,3.0-3.5
6104,1886,42,10-Apr-23,1475.1,Udupi Mess North Indian,1886,User_1886,Hyderabad,Gold,42, Restaurant_42, Chinese,3.2,3.0-3.5
6147,2410,399,21-Sep-23,1451.73,Swagath Cafe Multicuisine,2410,User_2410,Hyderabad,Gold,399, Restaurant_399, Chinese,3.2,3.0-3.5
6274,802,295,20-Feb-23,1137.04,Sai Cafe South Indian,802,User_802,Hyderabad,Gold,295, Restaurant_295, Chinese,3.1,3.0-3.5
6543,2924,371,20-Mar-23,623.33,Sai Dhaba Family Restaurant,2924,User_2924,Hyderabad,Gold,371, Restaurant_371, Chinese,3.1,3.0-3.5
6661,2244,426,31-Mar-23,806.03,Royal Foods Non-Veg,2244,User_2244,Hyderabad,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
6884,1016,115,06-Aug-23,1268.08,Annapurna Eatery Non-Veg,1016,User_1016,Hyderabad,Gold,115, Restaurant_115, Chinese,3.3,3.0-3.5
6904,2885,426,18-Nov-23,133.83,Royal Foods Non-Veg,2885,User_2885,Hyderabad,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
7020,2424,426,30-Dec-23,1394.62,Royal Foods Non-Veg,2424,User_2424,Hyderabad,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
7031,1331,341,13-Jun-23,985.85,Amma Biryani Family Restaurant,1331,User_1331,Hyderabad,Gold,341, Restaurant_341, Chinese,3.2,3.0-3.5
7161,268,418,10-Oct-23,1020.11,Annapurna Foods Multicuisine,268,User_268,Hyderabad,Gold,418, Restaurant_418, Chinese,3.3,3.0-3.5
7194,471,112,10-May-23,955.18,Grand Cafe Punjabi,471,User_471,Hyderabad,Gold,112, Restaurant_112, Chinese,3.2,3.0-3.5
7530,2350,10,14-Dec-23,194.98,Darbar Restaurant Andhra,2350,User_2350,Hyderabad,Gold,10, Restaurant_10, Chinese,3.4,3.0-3.5
7640,2320,500,06-Feb-23,211.16,Grand Eatery Family Restaurant,2320,User_2320,Hyderabad,Gold,500, Restaurant_500, Chinese,3.2,3.0-3.5
7696,1376,81,05-Dec-23,523.97,Darbar Mess Chinese,1376,User_1376,Hyderabad,Gold,81, Restaurant_81, Chinese,3.2,3.0-3.5
7723,2094,211,10-May-23,501.52,Darbar Mess Multicuisine,2094,User_2094,Hyderabad,Gold,211, Restaurant_211, Chinese,3.1,3.0-3.5
7781,714,500,27-Jul-23,166.01,Grand Eatery Family Restaurant,714,User_714,Hyderabad,Gold,500, Restaurant_500, Chinese,3.2,3.0-3.5
7889,1434,426,24-Sep-23,1312.73,Royal Foods Non-Veg,1434,User_1434,Hyderabad,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
8084,2390,82,10-Feb-23,560.06,Udupi Kitchen Pure Veg,2390,User_2390,Hyderabad,Gold,82, Restaurant_82, Chinese,3.3,3.0-3.5
8116,1434,214,01-Apr-23,1061.29,Amma Foods North Indian,1434,User_1434,Hyderabad,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
8442,1459,84,27-Sep-23,1029.45,Grand Mess Chinese,1459,User_1459,Hyderabad,Gold,84, Restaurant_84, Chinese,3.2,3.0-3.5
8453,1791,426,02-May-23,1249.88,Royal Foods Non-Veg,1791,User_1791,Hyderabad,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
8584,1331,399,01-Dec-23,887.66,Swagath Cafe Multicuisine,1331,User_1331,Hyderabad,Gold,399, Restaurant_399, Chinese,3.2,3.0-3.5
8695,2924,312,14-Apr-23,1252.22,Udupi Curry House Chinese,2924,User_2924,Hyderabad,Gold,312, Restaurant_312, Chinese,3.1,3.0-3.5
8911,2973,426,24-Jan-23,1127.59,Royal Foods Non-Veg,2973,User_2973,Hyderabad,Gold,426, Restaurant_426, Chinese,3.5,3.0-3.5
9236,26,112,29-Apr-23,545.37,Grand Cafe Punjabi,26,User_26,Hyderabad,Gold,112, Restaurant_112, Chinese,3.2,3.0-3.5
9357,1954,333,25-Jun-23,485.87,Amma Mess Multicuisine,1954,User_1954,Hyderabad,Gold,333, Restaurant_333, Chinese,3.1,3.0-3.5
9455,2843,211,06-Aug-23,286.61,Darbar Mess Multicuisine,2843,User_2843,Hyderabad,Gold,211, Restaurant_211, Chinese,3.1,3.0-3.5
9612,720,214,10-Oct-23,1106.01,Amma Foods North Indian,720,User_720,Hyderabad,Gold,214, Restaurant_214, Chinese,3.4,3.0-3.5
9669,1401,478,18-Apr-23,1120.19,New Tiffins Pure Veg,1401,User_1401,Hyderabad,Gold,478, Restaurant_478, Chinese,3.1,3.0-3.5
9836,858,341,17-Oct-23,522.35,Amma Biryani Family Restaurant,858,User_858,Hyderabad,Gold,341, Restaurant_341, Chinese,3.2,3.0-3.5
9850,2797,112,16-Apr-23,1250.15,Grand Cafe Punjabi,2797,User_2797,Hyderabad,Gold,112, Restaurant_112, Chinese,3.2,3.0-3.5
9864,2263,190,13-Jul-23,628.09,Amma Restaurant Pure Veg,2263,User_2263,Hyderabad,Gold,190, Restaurant_190, Chinese,3.1,3.0-3.5
1239,75,423,21-Oct-23,915.4,Royal Tiffins Multicuisine,75,User_75,Hyderabad,Gold,423, Restaurant_423, Indian,3.2,3.0-3.5
2947,137,269,11-Sep-23,989.65,Udupi Mess Pure Veg,137,User_137,Hyderabad,Gold,269, Restaurant_269, Indian,3.5,3.0-3.5
2745,606,226,29-Jul-23,353.34,Darbar Curry House Andhra,606,User_606,Hyderabad,Gold,226, Restaurant_226, Indian,3.2,3.0-3.5
473,168,391,17-Apr-23,1491.83,Sri Biryani Family Restaurant,168,User_168,Hyderabad,Gold,391, Restaurant_391, Indian,3.3,3.0-3.5
1742,404,195,13-Apr-23,1228.15,Taste of Delights Multicuisine,404,User_404,Hyderabad,Gold,195, Restaurant_195, Indian,3.4,3.0-3.5
377,2089,398,02-Nov-23,213.1,Royal Tiffins Pure Veg,2089,User_2089,Hyderabad,Gold,398, Restaurant_398, Indian,3,3.0-3.5
2038,2089,269,22-Feb-23,162.47,Udupi Mess Pure Veg,2089,User_2089,Hyderabad,Gold,269, Restaurant_269, Indian,3.5,3.0-3.5
2021,569,339,19-Jun-23,1346.57,Annapurna Eatery South Indian,569,User_569,Hyderabad,Gold,339, Restaurant_339, Indian,3.1,3.0-3.5
2535,2721,423,16-Jan-23,626.41,Royal Tiffins Multicuisine,2721,User_2721,Hyderabad,Gold,423, Restaurant_423, Indian,3.2,3.0-3.5
1046,859,55,24-Aug-23,624.82,Darbar Restaurant Multicuisine,859,User_859,Hyderabad,Gold,55, Restaurant_55, Indian,3.5,3.0-3.5
880,2554,137,01-Jan-23,504.12,Swagath Delights Andhra,2554,User_2554,Hyderabad,Gold,137, Restaurant_137, Indian,3.2,3.0-3.5
881,2467,226,29-Mar-23,1064.51,Darbar Curry House Andhra,2467,User_2467,Hyderabad,Gold,226, Restaurant_226, Indian,3.2,3.0-3.5
1031,1151,195,17-Sep-23,1222.95,Taste of Delights Multicuisine,1151,User_1151,Hyderabad,Gold,195, Restaurant_195, Indian,3.4,3.0-3.5
1039,2075,437,05-Nov-23,980.16,Swagath Tiffins Chinese,2075,User_2075,Hyderabad,Gold,437, Restaurant_437, Indian,3.3,3.0-3.5
2700,1081,327,11-May-23,167.05,Royal Tiffins Chinese,1081,User_1081,Hyderabad,Gold,327, Restaurant_327, Indian,3.2,3.0-3.5
1417,2314,391,24-Sep-23,1016.15,Sri Biryani Family Restaurant,2314,User_2314,Hyderabad,Gold,391, Restaurant_391, Indian,3.3,3.0-3.5
3028,532,319,10-Sep-23,194.53,Darbar Eatery Family Restaurant,532,User_532,Hyderabad,Gold,319, Restaurant_319, Indian,3.1,3.0-3.5
3186,626,62,01-Feb-23,904.54,Spice Delights Andhra,626,User_626,Hyderabad,Gold,62, Restaurant_62, Indian,3.1,3.0-3.5
3487,1120,421,06-Jun-23,117.75,Ruchi Foods Chinese,1120,User_1120,Hyderabad,Gold,421, Restaurant_421, Indian,3,3.0-3.5
3498,2924,441,11-May-23,991.07,Darbar Curry House Family Restaurant,2924,User_2924,Hyderabad,Gold,441, Restaurant_441, Indian,3.4,3.0-3.5
3530,2973,100,24-Mar-23,216.45,Spice Delights Family Restaurant,2973,User_2973,Hyderabad,Gold,100, Restaurant_100, Indian,3.3,3.0-3.5
3603,2871,258,17-Oct-23,629.18,Spice Curry House Chinese,2871,User_2871,Hyderabad,Gold,258, Restaurant_258, Indian,3,3.0-3.5
3787,1616,391,23-Sep-23,601.02,Sri Biryani Family Restaurant,1616,User_1616,Hyderabad,Gold,391, Restaurant_391, Indian,3.3,3.0-3.5
4024,105,457,24-Feb-23,859.39,Sai Delights Multicuisine,105,User_105,Hyderabad,Gold,457, Restaurant_457, Indian,3,3.0-3.5
4147,2043,441,21-Jan-23,1411.78,Darbar Curry House Family Restaurant,2043,User_2043,Hyderabad,Gold,441, Restaurant_441, Indian,3.4,3.0-3.5
4177,1781,100,18-Aug-23,917.81,Spice Delights Family Restaurant,1781,User_1781,Hyderabad,Gold,100, Restaurant_100, Indian,3.3,3.0-3.5
4248,1954,55,17-Jun-23,1250.51,Darbar Restaurant Multicuisine,1954,User_1954,Hyderabad,Gold,55, Restaurant_55, Indian,3.5,3.0-3.5
4333,2973,327,27-Mar-23,982.68,Royal Tiffins Chinese,2973,User_2973,Hyderabad,Gold,327, Restaurant_327, Indian,3.2,3.0-3.5
4461,2390,471,19-Aug-23,436.37,Swagath Tiffins Punjabi,2390,User_2390,Hyderabad,Gold,471, Restaurant_471, Indian,3,3.0-3.5
4921,2973,383,27-Nov-23,295.94,Amma Biryani North Indian,2973,User_2973,Hyderabad,Gold,383, Restaurant_383, Indian,3.1,3.0-3.5
4966,2263,212,31-Aug-23,1492.85,Sai Delights North Indian,2263,User_2263,Hyderabad,Gold,212, Restaurant_212, Indian,3.2,3.0-3.5
5201,312,258,03-Apr-23,373.51,Spice Curry House Chinese,312,User_312,Hyderabad,Gold,258, Restaurant_258, Indian,3,3.0-3.5
5515,2421,441,15-Aug-23,886.14,Darbar Curry House Family Restaurant,2421,User_2421,Hyderabad,Gold,441, Restaurant_441, Indian,3.4,3.0-3.5
5535,751,457,10-Aug-23,1107.83,Sai Delights Multicuisine,751,User_751,Hyderabad,Gold,457, Restaurant_457, Indian,3,3.0-3.5
5640,1798,55,20-Nov-23,340.19,Darbar Restaurant Multicuisine,1798,User_1798,Hyderabad,Gold,55, Restaurant_55, Indian,3.5,3.0-3.5
5671,2674,471,01-Mar-23,680.21,Swagath Tiffins Punjabi,2674,User_2674,Hyderabad,Gold,471, Restaurant_471, Indian,3,3.0-3.5
5855,291,376,05-Apr-23,610.36,Amma Cafe Non-Veg,291,User_291,Hyderabad,Gold,376, Restaurant_376, Indian,3.4,3.0-3.5
5932,29,137,18-Sep-23,903.12,Swagath Delights Andhra,29,User_29,Hyderabad,Gold,137, Restaurant_137, Indian,3.2,3.0-3.5
6047,292,269,11-May-23,874.49,Udupi Mess Pure Veg,292,User_292,Hyderabad,Gold,269, Restaurant_269, Indian,3.5,3.0-3.5
6294,778,383,10-Aug-23,517.11,Amma Biryani North Indian,778,User_778,Hyderabad,Gold,383, Restaurant_383, Indian,3.1,3.0-3.5
6476,1155,21,24-Nov-23,598.89,Grand Biryani Family Restaurant,1155,User_1155,Hyderabad,Gold,21, Restaurant_21, Indian,3.5,3.0-3.5
6588,1798,415,28-Feb-23,241.22,Ruchi Dhaba Pure Veg,1798,User_1798,Hyderabad,Gold,415, Restaurant_415, Indian,3.2,3.0-3.5
6679,1944,226,18-Apr-23,1037.25,Darbar Curry House Andhra,1944,User_1944,Hyderabad,Gold,226, Restaurant_226, Indian,3.2,3.0-3.5
7070,110,423,24-Jan-23,967.01,Royal Tiffins Multicuisine,110,User_110,Hyderabad,Gold,423, Restaurant_423, Indian,3.2,3.0-3.5
7207,441,383,17-Jun-23,455.74,Amma Biryani North Indian,441,User_441,Hyderabad,Gold,383, Restaurant_383, Indian,3.1,3.0-3.5
7253,1218,339,02-Jun-23,744.41,Annapurna Eatery South Indian,1218,User_1218,Hyderabad,Gold,339, Restaurant_339, Indian,3.1,3.0-3.5
7324,2633,195,04-Feb-23,1493.47,Taste of Delights Multicuisine,2633,User_2633,Hyderabad,Gold,195, Restaurant_195, Indian,3.4,3.0-3.5
7346,2935,47,14-Jun-23,237.94,Ruchi Cafe Punjabi,2935,User_2935,Hyderabad,Gold,47, Restaurant_47, Indian,3.4,3.0-3.5
7436,193,258,19-Aug-23,1330.21,Spice Curry House Chinese,193,User_193,Hyderabad,Gold,258, Restaurant_258, Indian,3,3.0-3.5
7506,2950,376,06-Jun-23,404.3,Amma Cafe Non-Veg,2950,User_2950,Hyderabad,Gold,376, Restaurant_376, Indian,3.4,3.0-3.5
7616,913,496,27-Nov-23,811.52,Swagath Eatery Multicuisine,913,User_913,Hyderabad,Gold,496, Restaurant_496, Indian,3.1,3.0-3.5
7730,1747,383,17-Jan-23,1220.55,Amma Biryani North Indian,1747,User_1747,Hyderabad,Gold,383, Restaurant_383, Indian,3.1,3.0-3.5
7767,913,21,03-Aug-23,1447.14,Grand Biryani Family Restaurant,913,User_913,Hyderabad,Gold,21, Restaurant_21, Indian,3.5,3.0-3.5
8217,1172,441,06-Jan-23,963.02,Darbar Curry House Family Restaurant,1172,User_1172,Hyderabad,Gold,441, Restaurant_441, Indian,3.4,3.0-3.5
8347,2326,423,25-Nov-23,1450.34,Royal Tiffins Multicuisine,2326,User_2326,Hyderabad,Gold,423, Restaurant_423, Indian,3.2,3.0-3.5
8445,1954,212,14-Jul-23,235.52,Sai Delights North Indian,1954,User_1954,Hyderabad,Gold,212, Restaurant_212, Indian,3.2,3.0-3.5
8705,858,457,15-Sep-23,1006.99,Sai Delights Multicuisine,858,User_858,Hyderabad,Gold,457, Restaurant_457, Indian,3,3.0-3.5
8719,110,319,19-Aug-23,1485.34,Darbar Eatery Family Restaurant,110,User_110,Hyderabad,Gold,319, Restaurant_319, Indian,3.1,3.0-3.5
8763,2729,457,19-Jan-23,333.71,Sai Delights Multicuisine,2729,User_2729,Hyderabad,Gold,457, Restaurant_457, Indian,3,3.0-3.5
9158,739,421,31-Aug-23,373.12,Ruchi Foods Chinese,739,User_739,Hyderabad,Gold,421, Restaurant_421, Indian,3,3.0-3.5
9263,688,195,09-Jul-23,863.9,Taste of Delights Multicuisine,688,User_688,Hyderabad,Gold,195, Restaurant_195, Indian,3.4,3.0-3.5
9265,639,327,27-Sep-23,450.04,Royal Tiffins Chinese,639,User_639,Hyderabad,Gold,327, Restaurant_327, Indian,3.2,3.0-3.5
